# Program:featureCounts v1.5.3; Command:"featureCounts" "-t" "exon" "-D" "1500" "-p" "--primary" "-T" "3" "-s" "1" "-a" "/Users/benayoun/Softwares/Genomes/mm10_genes.gtf" "-o" "2022-03-30_PeriMac_NIA_aging_CLEAN_counts.txt" "PeriMac_NIA_AC41_YF1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YF2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YF3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YF4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YF5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	PeriMac_NIA_AC41_YF1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YF2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YF3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YF4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YF5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam
Zscan2	chr7;chr7;chr7	80862108;80863165;80874936	80862308;80863671;80876513	+;+;+	2286	101	71	81	45	83	91	98	68	61	87	84	38	55	47	82	77	84	116	60	39
Wdr73	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	80890723;80890723;80892976;80892976;80893649;80893649;80897923;80897923;80898503;80898503;80900348;80900348;80900644;80900644;80901185	80891909;80891909;80893341;80893341;80893813;80893813;80897987;80897987;80898591;80898591;80900436;80900436;80900711;80901269;80901269	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2587	176	188	103	123	166	236	223	119	99	183	216	190	144	149	146	201	161	170	157	157
Nmb	chr7;chr7;chr7;chr7;chr7;chr7	80902227;80902227;80904134;80904134;80904821;80904821	80902498;80902503;80904306;80904306;80905062;80905062	-;-;-;-;-;-	692	8	14	13	10	7	17	10	7	9	9	12	8	16	13	23	5	14	21	16	14
Sec11a	chr7;chr7;chr7;chr7;chr7;chr7	80915379;80916175;80923101;80927737;80935027;80947402	80915904;80916232;80923220;80927886;80935136;80947550	-;-;-;-;-;-	1113	1103	1274	615	651	920	1050	899	706	524	992	1158	913	785	711	932	1189	958	1109	908	757
Zfp592	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	80993684;81009434;81023271;81029449;81037350;81037805;81038064;81038553;81039130;81041348	80993762;81009539;81025509;81029627;81037526;81037964;81038351;81038665;81039265;81045162	+;+;+;+;+;+;+;+;+;+	7292	2130	2264	1641	1600	1752	1937	1999	1568	1110	2139	2279	1877	1714	1768	2460	1959	1991	2124	1748	1527
Alpk3	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	81057600;81063949;81067879;81076873;81077546;81092147;81094907;81095402;81095658;81098747;81100171;81100908;81103345;81103971	81057772;81063987;81068000;81076990;81078833;81094184;81095054;81095529;81095693;81099021;81100259;81101131;81103393;81105612	+;+;+;+;+;+;+;+;+;+;+;+;+;+	6369	2	7	5	1	3	6	6	3	6	1	5	8	7	5	5	2	3	71	6	5
Slc28a1	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	81114799;81115523;81116485;81117601;81122047;81124868;81126161;81127712;81138162;81141964;81153400;81160965;81164271;81164526;81167966;81168964;81169167;81169540	81114877;81115634;81116573;81117692;81122230;81125009;81126274;81127789;81138242;81142044;81153525;81161095;81164439;81164723;81168047;81169062;81169278;81170416	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde8a	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	81213804;81281178;81282823;81292237;81293132;81295678;81300640;81302155;81306695;81308805;81308939;81315110;81316962;81317286;81319068;81319323;81320652;81324016;81326251;81328028;81332870;81333416	81214088;81281234;81283013;81292293;81293186;81295766;81300718;81302292;81306783;81308856;81308981;81315187;81317032;81317447;81319116;81319458;81320850;81324233;81326380;81328195;81332999;81333622	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2683	725	774	514	561	623	671	720	483	344	718	667	678	505	538	719	647	629	944	616	480
Rps17	chr7;chr7;chr7;chr7;chr7	81342733;81343735;81344311;81344857;81345202	81342849;81343800;81344416;81345008;81345234	-;-;-;-;-	474	8950	9984	6119	6436	8027	9137	8981	6660	5343	9221	10539	8596	6487	6686	9685	9491	9881	8275	8252	7007
Cpeb1	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	81347026;81347026;81347026;81349792;81349792;81349792;81350345;81350345;81350345;81351744;81351744;81351744;81355875;81355875;81355875;81356894;81356894;81356909;81357305;81357305;81357305;81359729;81359729;81359729;81361586;81361586;81361586;81372012;81372012;81372012;81436203;81436203;81436203;81454634;81454634;81454634	81348439;81348439;81348439;81349872;81349872;81349872;81350439;81350439;81350439;81351942;81351942;81351942;81356011;81356011;81356011;81356998;81356998;81356998;81357418;81357418;81357418;81359981;81359981;81359981;81361809;81361809;81361809;81372203;81372200;81372200;81436377;81436377;81436377;81454758;81454758;81454758	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3114	29	15	10	20	21	24	89	59	11	51	4	3	8	3	5	2	10	23	10	2
Ap3b2	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	81460399;81460928;81462904;81463241;81463684;81464091;81464442;81464631;81465140;81465657;81466171;81467435;81471822;81473000;81473387;81473857;81476280;81476741;81476946;81477316;81477588;81477906;81484426;81484836;81485034;81493508	81460801;81461066;81463001;81463325;81463912;81464197;81464502;81464811;81465257;81465765;81466289;81467621;81471998;81473109;81473519;81473919;81476351;81476795;81477229;81477498;81477654;81478066;81484521;81484910;81485109;81493925	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3806	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	2	0	0	2	0
BC048679	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	81494274;81494274;81495126;81495126;81495579;81495579;81496143;81496143;81496850;81496850;81498232;81498232	81494378;81494378;81495255;81495373;81495780;81495780;81496160;81496160;81496867;81496867;81498330;81498330	-;-;-;-;-;-;-;-;-;-;-;-	690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2900076A07Rik	chr7;chr7;chr7;chr7;chr7	81523550;81528788;81529157;81529347;81531211	81523679;81528940;81529258;81529527;81531498	+;+;+;+;+	854	79	99	77	59	79	78	123	59	50	92	68	68	71	86	94	59	82	58	65	55
Mir1839	chr7	81529916	81529988	+	73	4	23	12	5	11	19	9	2	9	14	16	10	6	6	12	20	16	6	12	6
Fsd2	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	81534354;81537131;81540312;81542040;81544960;81545857;81548847;81549904;81551897;81552963;81559093;81559553;81566841	81535248;81537307;81540444;81542173;81545110;81545991;81549002;81550025;81551919;81553193;81559188;81560134;81566981	-;-;-;-;-;-;-;-;-;-;-;-;-	2976	1	2	0	2	2	4	3	0	1	3	2	0	1	2	3	2	4	54	0	2
Whamm	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	81571292;81574546;81578151;81585102;81586134;81589338;81591762;81592007;81593652;81595887	81571909;81574719;81578301;81585271;81586299;81589525;81591848;81592102;81594120;81596836	+;+;+;+;+;+;+;+;+;+	3069	721	884	527	484	649	877	828	564	443	894	689	568	494	510	755	539	656	782	569	561
Homer2	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	81600481;81600481;81600481;81611306;81611306;81611306;81612261;81612261;81612261;81614343;81614343;81614343;81618576;81618576;81618576;81624252;81624252;81624252;81636361;81636361;81636361;81649554;81649554;81649554;81692816;81706759;81706759	81610441;81610441;81610441;81611386;81611386;81611386;81612371;81612371;81612371;81614499;81614499;81614499;81618682;81618715;81618715;81624344;81624344;81624344;81636492;81636492;81636492;81649710;81649710;81649710;81692965;81706925;81706925	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11149	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	2	0
Fam103a1	chr7;chr7;chr7	81762953;81767527;81768369	81763056;81767723;81769490	+;+;+	1423	276	304	195	205	235	203	281	198	134	317	230	227	169	143	293	226	255	265	206	181
3110040N11Rik	chr7;chr7;chr7;chr7;chr7	81782187;81783031;81786077;81788450;81789355	81782581;81783138;81786204;81788576;81789453	-;-;-;-;-	857	130	139	94	77	107	119	134	100	75	120	141	109	87	78	126	125	141	104	104	89
Btbd1	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	81792074;81794158;81796996;81800958;81805742;81815915;81818195;81828973	81793726;81794304;81797083;81801150;81805939;81816020;81818351;81829431	-;-;-;-;-;-;-;-	3001	1208	1246	949	934	1076	1087	1130	853	624	1179	1311	1259	1052	970	1366	1294	1224	1225	1190	994
Tm6sf1	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	81859001;81859001;81862687;81863150;81863150;81863150;81865247;81865247;81865247;81868641;81868641;81868641;81870697;81870697;81871369;81871369;81871369;81873732;81873732;81875724;81875724;81875724;81875975;81875975;81875975;81883215;81883215;81883215	81859540;81859540;81862718;81863253;81863253;81863253;81865344;81865344;81865344;81868744;81868744;81868744;81870779;81870779;81871490;81871490;81871490;81873836;81873836;81875816;81875816;81875816;81876094;81876094;81876094;81884079;81884079;81884079	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2266	2690	2426	1862	1995	2127	1800	1979	1617	1095	2059	2149	1979	1948	1884	2557	1809	1734	1643	1813	1395
Hdgfrp3	chr7;chr7;chr7;chr7;chr7;chr7	81881256;81893799;81899674;81900285;81905560;81933939	81886083;81893945;81899829;81900423;81905636;81934459	-;-;-;-;-;-	5868	430	322	450	288	474	143	405	300	188	344	270	238	308	316	582	119	187	125	187	177
Bnc1	chr7;chr7;chr7;chr7;chr7	81966662;81973190;81977209;81978418;81992195	81969027;81975045;81977444;81978517;81992299	-;-;-;-;-	4663	2	4	3	4	2	3	1	4	3	2	5	2	5	0	2	4	4	0	4	4
Gm20744	chr7;chr7;chr7;chr7	82070387;82071338;82076282;82079487	82070510;82071498;82076350;82081758	+;+;+;+	2626	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Sh3gl3	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	82259908;82259908;82259908;82260129;82260129;82260129;82268280;82268280;82268280;82270773;82270780;82270780;82273861;82273861;82273962;82276127;82276127;82276127;82284055;82284055;82284055;82285021;82285021;82285021;82306790;82306790;82306790	82260055;82260055;82260055;82260200;82260200;82260200;82268352;82268352;82268352;82270916;82270825;82270916;82273994;82273994;82273994;82276285;82276285;82276285;82284158;82284158;82284158;82285130;82285130;82285130;82307420;82307420;82307420	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Adamtsl3	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	82335694;82337185;82379493;82428334;82442434;82450039;82465564;82493337;82499598;82514975;82520718;82521988;82523129;82528834;82530553;82540306;82547874;82556765;82557061;82566920;82573696;82575965;82578495;82595353;82598036;82602114;82603719;82606486;82611662;82612392	82335910;82337286;82379612;82428461;82442479;82450275;82465690;82493411;82499755;82515086;82520856;82522038;82523333;82528981;82530637;82540595;82548003;82556957;82557240;82567073;82574770;82576092;82578623;82595535;82598152;82602297;82603923;82606583;82611873;82614448	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7285	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Saxo2	chr7;chr7;chr7	82632960;82643647;82648392	82635407;82643849;82648528	-;-;-	2788	1	3	0	0	1	2	1	4	2	3	6	4	2	4	1	7	1	4	2	0
Eftud1	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	82648614;82648614;82649526;82649526;82651881;82651881;82658057;82658057;82671605;82671605;82672810;82672810;82674368;82674368;82681352;82681352;82683005;82683005;82683704;82683704;82684319;82684319;82686665;82686665;82692463;82692463;82692830;82692830;82697879;82697879;82750792;82750792;82753574;82753574;82762435;82762435;82772457;82772457;82777491;82777491	82648649;82648678;82649631;82649631;82651948;82651948;82658141;82658141;82671738;82671738;82672947;82672947;82674582;82674582;82681475;82681475;82683081;82683081;82683840;82683840;82684441;82684441;82686764;82686764;82692614;82692614;82692996;82692996;82698017;82698017;82750923;82750923;82753721;82753721;82763414;82763414;82772641;82772641;82777852;82777852	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3637	754	775	538	484	589	748	829	468	370	770	760	729	542	549	745	629	668	615	537	613
4933406J10Rik	chr7;chr7;chr7;chr7	82743346;82744474;82754605;82755596	82743783;82744733;82754842;82755644	-;-;-;-	985	6	2	5	1	5	4	7	8	4	4	4	5	5	1	8	4	2	1	0	5
Mex3b	chr7;chr7	82867333;82868756	82867927;82871576	+;+	3416	24	24	14	17	11	16	21	15	12	20	30	22	15	16	23	32	21	7	21	9
4933430H16Rik	chr7;chr7;chr7;chr7	82937938;82938950;82940435;82971267	82938056;82939893;82940686;82971391	-;-;-;-	1440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmc3	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	83584931;83586286;83590640;83596061;83597447;83598200;83598400;83599948;83600886;83603328;83604731;83607734;83609076;83609844;83610712;83612434;83614913;83615858;83616733;83618129;83618536;83619899;83622104	83585180;83586432;83590715;83596142;83597553;83598298;83598542;83600095;83600929;83603475;83604840;83607812;83609324;83609972;83610779;83612562;83615023;83615983;83616811;83618171;83618622;83620154;83623709	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4316	111	32	75	36	64	120	96	76	39	68	164	104	130	60	91	212	175	32	105	303
Stard5	chr7;chr7;chr7;chr7;chr7;chr7	83632017;83632736;83633130;83636751;83637604;83640422	83632139;83632785;83633262;83636868;83637697;83642328	+;+;+;+;+;+	2425	353	343	302	321	365	255	372	231	198	356	313	299	341	210	451	316	237	221	273	221
Il16	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	83643063;83645828;83646302;83648715;83650881;83651879;83655279;83660798;83663064;83666876;83670092;83673034;83674486;83677987;83680625;83682816;83688085;83722285;83735398	83644076;83645950;83646560;83648816;83651049;83652962;83655423;83661285;83663151;83667008;83670209;83673250;83674559;83678101;83680735;83682949;83688193;83722697;83735490	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4989	2500	2235	1919	1764	2201	2035	2484	1925	1467	2502	2318	2031	1921	1897	2521	2343	2279	1945	2221	1305
1700026D08Rik	chr7;chr7;chr7;chr7;chr7;chr7;chr7	83775617;83777070;83780164;83791632;83793209;83793996;83794742	83776162;83777143;83780322;83791722;83793444;83794085;83794839	-;-;-;-;-;-;-	1294	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Mesdc1	chr7	83880495	83884341	-	3847	1129	1027	769	665	907	1254	1096	797	598	848	1246	993	849	682	1008	1304	1088	927	940	730
Mesdc2	chr7;chr7;chr7	83892000;83895530;83897750	83892475;83895762;83901532	+;+;+	4492	958	1270	609	573	824	932	877	699	524	975	857	746	612	609	812	884	921	925	722	586
Cemip	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	83932857;83937387;83942006;83943619;83943882;83947148;83948580;83951403;83952787;83955221;83955458;83957588;83958509;83961543;83963045;83963986;83973173;83975040;83982192;83983134;83987338;83987960;83989133;83992018;83997222;83998491;83999109;84003312;84086258	83935748;83937487;83942163;83943705;83944086;83947333;83948791;83951618;83952967;83955376;83955493;83957719;83958594;83961671;83963114;83964191;83973382;83975215;83982383;83983266;83987459;83988055;83989203;83992197;83997458;83998629;83999255;84003421;84086505	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7114	107	0	282	24	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Abhd17c	chr7;chr7;chr7	84109356;84114251;84151282	84110801;84114430;84151893	-;-;-	2238	257	239	153	139	221	253	187	155	120	219	262	221	143	168	235	230	182	256	164	162
Arnt2	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	84246275;84251366;84262393;84263179;84265575;84267905;84268839;84275335;84282097;84283993;84285774;84304797;84305194;84310873;84343742;84347342;84354520;84361554;84409855	84250154;84251502;84262543;84263317;84265674;84268028;84268911;84275486;84282171;84284127;84285850;84304882;84305259;84310975;84343955;84347555;84354567;84361668;84410038	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6073	6	0	9	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Gm2115	chr7;chr7;chr7	84528954;84575705;84576850	84529189;84575841;84578339	+;+;+	1863	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fah	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	84585159;84588831;84589574;84592382;84593186;84594713;84595458;84597034;84597178;84599054;84600777;84601033;84602081;84605643	84585344;84588948;84589675;84592428;84593261;84594843;84595557;84597086;84597275;84599144;84600826;84601154;84602191;84605942	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1585	23	9	12	4	4	9	4	8	7	13	18	11	9	12	3	16	16	37	7	8
Zfand6	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	84615054;84617850;84620868;84632656;84633885;84634239;84652882;84679310	84615968;84617963;84620912;84632756;84633993;84634409;84653042;84679351	-;-;-;-;-;-;-;-	1658	1002	1137	756	737	971	927	1045	747	539	1094	1025	1084	776	856	1163	979	995	1082	854	728
2610206C17Rik	chr7;chr7;chr7;chr7;chr7	84689640;84736995;84764875;84765259;84775215	84689814;84737139;84764900;84765294;84776549	+;+;+;+;+	1717	1	0	0	0	3	2	0	0	0	5	1	0	1	1	0	2	3	1	0	1
Olfr291	chr7;chr7;chr7	84853571;84854020;84856349	84853645;84854133;84857318	+;+;+	1159	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Olfr290	chr7	84915781	84916728	+	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r65	chr7;chr7;chr7;chr7;chr7;chr7	84940169;84943141;84943504;84946200;84947372;84963816	84941088;84943264;84943722;84947000;84947651;84964009	-;-;-;-;-;-	2538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r66	chr7;chr7;chr7;chr7;chr7;chr7	84994645;85005114;85005588;85006523;85007719;85011824	84995564;85005237;85005815;85007329;85007998;85012020	-;-;-;-;-;-	2556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r67	chr7;chr7;chr7;chr7;chr7;chr7	85136240;85149862;85150517;85151443;85152615;85155706	85137159;85149985;85150744;85152249;85152894;85155902	-;-;-;-;-;-	2556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r68	chr7;chr7;chr7;chr7;chr7;chr7	85221518;85231856;85232359;85233259;85234419;85237508	85222437;85231979;85232586;85234065;85234698;85237704	-;-;-;-;-;-	2556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r69	chr7;chr7;chr7;chr7;chr7;chr7	85406376;85409716;85410188;85411091;85412288;85415480	85407292;85409839;85410415;85411897;85412567;85415676	-;-;-;-;-;-	2553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r70	chr7;chr7;chr7;chr7;chr7;chr7	85558703;85561857;85563677;85564650;85565839;85568892	85559622;85561980;85563904;85565456;85566127;85569088	-;-;-;-;-;-	2565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r71	chr7;chr7;chr7;chr7;chr7;chr7	85615462;85618537;85619046;85620579;85621152;85623628	85615658;85618794;85619886;85620806;85621275;85624547	+;+;+;+;+;+	2568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r72	chr7;chr7;chr7;chr7;chr7;chr7	85737784;85749120;85749617;85750541;85751718;85754804	85738703;85749243;85749844;85751347;85752031;85754981	-;-;-;-;-;-	2571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r73	chr7;chr7;chr7;chr7;chr7;chr7	85857547;85869774;85870234;85871472;85872653;85875742	85858463;85869897;85870461;85872281;85872932;85875938	-;-;-;-;-;-	2556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r74	chr7;chr7;chr7;chr7;chr7;chr7	85951867;85955551;85955918;85956844;85958028;85961286	85952783;85955674;85956145;85957650;85958316;85961482	-;-;-;-;-;-	2562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r75	chr7;chr7;chr7;chr7;chr7;chr7	86148042;86163165;86164072;86164991;86166169;86171519	86148958;86163288;86164299;86165797;86166448;86171724	-;-;-;-;-;-	2562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r76	chr7;chr7;chr7;chr7;chr7;chr7	86225206;86228180;86228658;86229789;86230982;86245996	86226113;86228303;86228885;86230595;86231270;86246201	-;-;-;-;-;-	2562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr310	chr7	86268730	86269811	-	1082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr309	chr7	86306185	86307111	-	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
